LFQ Intensity ec1	LFQ Intensity ec2	LFQ Intensity ec3	LFQ Intensity pc1	LFQ Intensity pc2	LFQ Intensity pc3	MS/MS Count ec1	MS/MS Count ec2	MS/MS Count ec3	MS/MS Count pc1	MS/MS Count pc2	MS/MS Count pc3	Only identified by site	Reverse	Contaminant	Peptides	Razor + unique Peptides	Unique Peptides	Protein IDs	Protein Names	Gene Names
19.81649	19.99811	19.79994	18.96002	18.55981	19.11802	2	3	2	1	0	0				4	4	3	E7EX29;D0PNI1;P63104;B0AZS6;B7Z465;E7EX24;B7Z2E6;Q2F831;E7ESK7	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta polypeptide;14-3-3 protein zeta/delta;Protein kinase C inhibitor protein 1;cDNA, FLJ79516, highly similar to 14-3-3 protein zeta/delta;cDNA FLJ51775, highly similar to 14-3-3 protein zeta/delta;cDNA FLJ50142, highly similar to 14-3-3 protein zeta/delta (Protein kinase Cinhibitor protein 1);Tyrosine 3-monooxygenasea/tryptophan 5-monooxygenase activation protein zeta	YWHAZ
-9.201861	-8.547015	-12.34555	-4.826214	-13.71331	-14.84832	1	1	1	0	0	0				1	1	1	Q13148-2;Q13148;B4DRW3;B1AKP7	TAR DNA-binding protein 43;cDNA FLJ57180, highly similar to TAR DNA-binding protein 43;TAR DNA binding protein	TARDBP;TDP43;RP4-635E18.2-003
-10.34632	-10.56697	-11.52899	-7.476205	-12.8407	-10.40727	1	1	0	1	1	1				1	1	1	P10599;B1ALW1;O60744	ATL-derived factor;Surface-associated sulphydryl protein;Thioredoxin;Thioredoxin, isoform CRA_b;Thioredoxin delta 3	TRDX;TRX;TRX1;TXN;hCG_28763;RP11-427L11.1-002;TXN delta 3
-12.68759	-14.11326	-8.289717	-8.96431	-9.109454	-6.145557	1	0	0	0	0	0				1	1	1	B2R4M6;P06702	cDNA, FLJ92148, highly similar to Homo sapiens S100 calcium binding protein A9 (calgranulin B) (S100A9), mRNA;Calgranulin-B;Calprotectin L1H subunit;Leukocyte L1 complex heavy chain;Migration inhibitory factor-related protein 14;Protein S100-A9;S100 calcium-binding protein A9	CAGB;CFAG;MRP14;S100A9
21.84219	21.74086	20.95865	21.18707	-9.354398	20.667	1	1	3	1	2	2				3	3	2	B2R4P2;Q06830;Q13162;E9PEN3	cDNA, FLJ92164, highly similar to Homo sapiens peroxiredoxin 1 (PRDX1), mRNA;Natural killer cell-enhancing factor A;Peroxiredoxin-1;Proliferation-associated gene protein;Thioredoxin peroxidase 2;Thioredoxin-dependent peroxide reductase 2	PAGA;PAGB;PRDX1;TDPX2
19.63336	19.85194	19.99189	19.41607	19.86116	-11.03913	1	3	1	0	1	0				2	2	2	E9PAV3;B2R4P8;Q13765;B4DDI8	cDNA FLJ33331 fis, clone BRACE2000489, highly similar to Nascent polypeptide-associated complex subunit alpha;cDNA, FLJ92170, Homo sapiens nascent-polypeptide-associated complex alpha polypeptide (NACA), mRNA;HCG2016482, isoform CRA_b;Putative uncharacterized protein NACA;Alpha-NAC;Nascent polypeptide-associated complex subunit alpha;cDNA FLJ53704, moderately similar to Nascent polypeptide-associated complex subunit alpha	hCG_2016482;NACA;HSD48
-9.551398	20.73513	20.94528	20.9234	21.9374	20.9102	0	2	2	1	1	1				3	3	3	B2R4R0;P62805;Q0VAS5;Q6B823	Histone H4	HIST1H4J;HIST1H4L;H4/A;H4/B;H4/C;H4/D;H4/E;H4/G;H4/H;H4/I;H4/J;H4/K;H4/M;H4/N;H4/O;H4F2;H4FA;H4FB;H4FC;H4FD;H4FE;H4FG;H4FH;H4FI;H4FJ;H4FK;H4FM;H4FN;H4FO;HIST1H4A;HIST1H4B;HIST1H4C;HIST1H4D;HIST1H4E;HIST1H4F;HIST1H4H;HIST1H4I;HIST1H4K;HIST2H4;HIST2H4A;HIST2H4B;HIST4H4
21.36335	21.36608	21.48094	21.57768	20.64262	21.08868	1	1	2	2	1	1				3	3	3	B2R4R9;P62857	cDNA, FLJ92192, Homo sapiens ribosomal protein S28 (RPS28), mRNA;HCG26477;Ribosomal protein S28, isoform CRA_a;40S ribosomal protein S28	hCG_23961;hCG_26477;RPS28
19.57873	19.47781	18.81994	17.99722	17.64934	-9.015995	2	3	0	0	0	0				2	2	2	B2R4U3;O00762;Q5TZN3;E1P5N7;A6NP33	Ubiquitin carrier protein;UbcH10;Ubiquitin carrier protein C;Ubiquitin-conjugating enzyme E2 C;Ubiquitin-protein ligase C	UBCH10;UBE2C;hCG_38372
23.11618	22.90564	22.8795	22.50913	22.308	22.55194	5	7	6	4	9	7				3	3	2	B2R679;Q5SQT9;Q6FID4;Q9NR31;Q8NG23;B4DQ19;D6RDB2;Q5SQT8;E9PBN0;Q5SQU0;D6RAA2	cDNA, FLJ92825, highly similar to Homo sapiens SAR1a gene homolog 1 (S. cerevisiae) (SARA1), mRNA;SAR1 gene homolog A (S. cerevisiae);SAR1 gene homolog A (S. cerevisiae), isoform CRA_a;Small GTP-binding protein;SARA1 protein;COPII-associated small GTPase;GTP-binding protein SAR1a;GTP binding protein;GTP-binding protein Sara;Masra2;cDNA FLJ58922, highly similar to GTP-binding protein SAR1a	hCG_1787550;RP11-367H5.4-001;SAR1A;SARA1;SAR1;SARA
20.17597	19.99272	19.95603	27.8846	27.92388	27.62659	1	1	1	49	44	43				21	21	21	B2R9K8;P40227;Q59ET3;B4DPJ8;A1JUI8;A6NCD2;B4DN39;Q92526;B4DYB0;B4DX20	cDNA, FLJ94440, highly similar to Homo sapiens chaperonin containing TCP1, subunit 6A (zeta 1)(CCT6A), mRNA;Acute morphine dependence-related protein 2;CCT-zeta-1;HTR3;T-complex protein 1 subunit zeta;Tcp20;Chaperonin containing TCP1, subunit 6A isoform a variant;cDNA FLJ52344, highly similar to T-complex protein 1 subunit zeta;cDNA, FLJ79129, highly similar to T-complex protein 1 subunit zeta;Chaperonin subunit 6A;Putative uncharacterized protein CCT6A;cDNA FLJ53065, highly similar to T-complex protein 1 subunit zeta	CCT6;CCT6A;CCTZ
-9.570673	-6.285736	-13.28069	-15.74234	-14.50727	-8.327213	1	2	0	0	0	1				2	2	2	B2R9U2;Q02790	cDNA, FLJ94557, highly similar to Homo sapiens FK506 binding protein 4, 59kDa (FKBP4), mRNA;51 kDa FK506-binding protein;52 kDa FK506-binding protein;59 kDa immunophilin;FK506-binding protein 4;FKBP59;HSP-binding immunophilin;Immunophilin FKBP52;Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed;Rotamase	FKBP4;FKBP52
18.6568	18.27653	-14.11772	17.96002	17.45282	-8.417989	1	1	0	1	1	0				2	2	2	B2RBR9;Q14974;B7Z752;B7ZAV6;B7Z5M1	cDNA, FLJ95650, highly similar to Homo sapiens karyopherin (importin) beta 1 (KPNB1), mRNA;Importin subunit beta-1;Importin-90;Karyopherin subunit beta-1;Nuclear factor p97;Pore targeting complex 97 kDa subunit;cDNA FLJ50715, highly similar to Importin beta-1 subunit;cDNA, FLJ79320, highly similar to Importin beta-1 subunit;cDNA FLJ50625, highly similar to Importin beta-1 subunit	KPNB1;NTF97
23.93454	23.96402	23.99136	23.44468	23.2764	23.46376	12	17	13	10	6	11				11	11	11	P10809;B3GQS7;B7Z597;B7Z5E7;B7Z4F6;E7ESH4;Q53SE2;E7EXB4;B7Z532;C9JL25;B7Z712;C9JCQ4;C9JL19;C9J0S9;Q53QD5	60 kDa chaperonin;60 kDa heat shock protein, mitochondrial;Chaperonin 60;Heat shock protein 60;HuCHA60;Mitochondrial matrix protein P1;P60 lymphocyte protein;Mitochondrial heat shock 60kD protein 1 variant 1;cDNA FLJ54373, highly similar to 60 kDa heat shock protein, mitochondrial;cDNA FLJ51046, highly similar to 60 kDa heat shock protein, mitochondrial;cDNA FLJ54912, highly similar to 60 kDa heat shock protein, mitochondrial	HSP60;HSPD1
19.31358	19.20125	18.97396	-10.97263	-12.16192	-8.993392	2	1	2	0	0	1				2	2	2	B3KM68;Q9Y6E2;E7ETZ4;B7Z4K8;B5MCH7;B5MCE7;Q05D83;B4DLZ8;Q53FN7;B4DWF7;Q7L1Q6;E9PRN2;Q7L1Q6-2;Q75MG1;D3DN77	cDNA FLJ10398 fis, clone NT2RM4000349, highly similar to Homo sapiens basic leucine zipper and W2 domains 2 (BZW2), mRNA;Basic leucine zipper and W2 domain-containing protein 2;cDNA FLJ52869, highly similar to Homo sapiens basic leucine zipper and W2 domains 2 (BZW2), mRNA;Putative uncharacterized protein BZW2;Basic leucine zipper and W2 domains 2, isoform CRA_b;BZW2 protein;cDNA FLJ55789, highly similar to Rattus norvegicus basic leucine zipper and W2 domains 1 (Bzw1), mRNA;BZW1 protein variant;cDNA FLJ55501, highly similar to Rattus norvegicus basic leucine zipper and W2 domains 1 (Bzw1), mRNA;Basic leucine zipper and W2 domain-containing protein 1;Protein Orf;HCG2022736, isoform CRA_a	BZW2;HSPC028;MSTP017;hCG_19293;BZAP45;BZW1;KIAA0005;hCG_2022736
-10.32378	-6.598993	-9.45362	-9.234979	-9.904229	-11.74547	0	0	0	0	0	0				1	1	1	B3KNA8;Q07352;B4E1N3;B4DG15	cDNA FLJ14140 fis, clone MAMMA1002858, highly similar to Butyrate response factor 1;Butyrate response factor 1;EGF-response factor 1;Protein TIS11B;cDNA FLJ54231, highly similar to Butyrate response factor 1;cDNA FLJ59254, highly similar to Butyrate response factor 1	BERG36;BRF1;ERF1;RNF162B;TIS11B;ZFP36L1
17.05801	17.9016	-8.524639	-8.500674	-3.22365	-6.724072	1	2	1	0	0	0				2	2	2	B3KUH0;Q8WUX9;E5RJI3;B3KRZ9;E5RIU9;B4DKJ6	cDNA FLJ39883 fis, clone SPLEN2016268, highly similar to Protein CHMP7;Charged multivesicular body protein 7;Chromatin-modifying protein 7;cDNA FLJ35181 fis, clone PLACE6015051, highly similar to Protein CHMP7;cDNA FLJ57739, highly similar to Protein CHMP7	CHMP7
-11.1052	-5.320193	-13.60777	-17.3987	-9.64648	-16.14916	0	0	0	0	0	0	+			1	1	1	B3KW39;Q5H9R6;Q8WXH5	cDNA FLJ42089 fis, clone TESOP2001166, highly similar to Suppressor of cytokine signaling 4;Full-length cDNA clone CS0DD006YF02 of Neuroblastoma of Homo sapiens (human);HCG1790822;Putative uncharacterized protein DKFZp686J1568;Suppressor of cytokine signaling 4;Suppressor of cytokine signaling 7	DKFZp686J1568;hCG_1790822;SOCS4;SOCS7
19.56744	19.48564	19.48156	18.37105	18.27362	18.7264	4	4	1	0	0	1				3	3	3	E9PDP1;B3KXM2;Q07161;P36873-2;P62136;P36873;Q9UPN1;E9PMD7;P62140;B4DJ75;B7ZB67;B4E163;E7ETD8;C9JP48;C9J9S3;A6NNR3	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Protein phosphatase 1C catalytic subunit;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase PP1-beta catalytic subunit	PPP1A;PPP1CA;PPP1CC;PPP1CB
-7.801593	18.33136	19.15247	-12.86542	-12.8622	-7.263447	1	1	1	0	0	1				14	2	1	P04350;B4DE77;B4DJ43;B4DFH6;E7EM46	Tubulin 5 beta;Tubulin beta-4 chain;cDNA FLJ55189, highly similar to Tubulin beta-4 chain;cDNA FLJ53341, highly similar to Tubulin beta-4 chain;cDNA FLJ52536, highly similar to Tubulin beta-4 chain	TUBB4;TUBB5
-12.16686	-14.48203	-12.85298	-9.178046	-6.847968	-9.206059	1	0	0	0	0	0				2	1	1	P32119;B4DF70;A6NIW5	Natural killer cell-enhancing factor B;Peroxiredoxin-2;PRP;Thiol-specific antioxidant protein;Thioredoxin peroxidase 1;Thioredoxin-dependent peroxide reductase 1;cDNA FLJ60461, highly similar to Peroxiredoxin-2 (EC 1.11.1.15);Peroxiredoxin 2, isoform CRA_a;Putative uncharacterized protein PRDX2	NKEFB;PRDX2;TDPX1;hCG_172488
19.49717	19.00306	18.5068	-14.06474	18.66171	19.17767	1	2	1	2	1	2				4	4	4	Q15417;Q6FHA7;B4DFK6;B4DP09;E7ENQ7;E9PDU6;Q9BWY6	Calponin, acidic isoform;Calponin-3;Calponin 3, acidic;cDNA, FLJ92692, Homo sapiens calponin 3, acidic (CNN3), mRNA;CNN3 protein;cDNA FLJ50126, highly similar to Calponin-3;cDNA, FLJ79297, highly similar to Calponin-3;cDNA FLJ53072, highly similar to Calponin-3;DJ639P13.2.2 (Acidic calponin 3)	CNN3;hCG_31913
21.50896	21.49892	21.6747	20.74041	19.85345	20.78987	3	3	4	1	1	1				10	10	7	P08238;B4DGL0;B4DMA2;Q6PK50;Q58FF7;Q58FF8;A8K3W9;Q9H6X9;Q14568;Q86SX1;B4DTA5;O14942;P14625;Q5CAQ5;Q12931;Q53FS6;Q53G55;Q9BV61;B4DR68;Q8N9Z3;Q59FC6;Q96HX7;Q58FG1;Q96GW1;E9PHH7;Q5T9W4;Q5T9W8;B4DQX3;E9PHI1;E9PHI2;Q5T9W5;Q5T9W6	Heat shock 84 kDa;Heat shock protein HSP 90-beta;cDNA FLJ53619, highly similar to Heat shock protein HSP 90-beta;cDNA FLJ54023, highly similar to Heat shock protein HSP 90-beta;HSP90AB1 protein	HSP90AB1;HSP90B;HSPC2;HSPCB
21.6832	21.56025	21.57261	21.13871	20.94027	21.01004	6	6	1	3	3	5				5	5	5	D3DPU2;B4DI38;B2RDY9;Q01518;B4DNW7;B4DNY3;Q01518-2;Q5T0R1;Q5T0R2;Q5T0R3;Q5T0R4;Q5T0R5;Q5T0R6;Q5T0R7;B4DNA3;B4DUZ8;Q5T0R9;E7ENY9	Adenylyl cyclase-associated protein;Adenylyl cyclase-associated protein 1	CAP1;hCG_2033246;CAP;RP11-115D7.1-018;RP11-115D7.1-011;RP11-115D7.1-008;RP11-115D7.1-017;RP11-115D7.1-012;RP11-115D7.1-010;RP11-115D7.1-007
-9.596016	18.24776	-7.699231	-10.7063	-10.17703	-13.45574	1	1	1	0	0	0				1	1	1	Q53FR9;Q9P000;E9PJ95;B4DQW0;E9PAN2;B4DIH0	cDNA FLJ31106 fis, clone IMR322000144, highly similar to COMM domain-containing protein 9;cDNA FLJ78335, highly similar to Homo sapiens COMM domain containing 9, mRNA;cDNA, FLJ95283, highly similar to Homo sapiens COMM domain containing 9 (COMMD9), mRNA;COMM domain containing 9 variant;COMM domain containing 9, isoform CRA_b;COMM domain-containing protein 9;cDNA FLJ51530, highly similar to COMM domain-containing protein 9;cDNA FLJ58381, highly similar to COMM domain-containing protein 9	COMMD9;hCG_26508;HSPC166
-8.994216	-12.62541	-5.835931	-8.976171	-7.628281	18.02702	1	1	1	0	1	0				1	1	1	P61086;C9JGP1;B4DIZ2;D6RDM7	Huntingtin-interacting protein 2;Ubiquitin carrier protein;Ubiquitin-conjugating enzyme E2 K;Ubiquitin-conjugating enzyme E2-25 kDa;Ubiquitin-protein ligase;cDNA FLJ57995, moderately similar to Ubiquitin-conjugating enzyme E2-25 kDa (EC 6.3.2.19)	HIP2;LIG;UBE2K
-9.063957	-10.08892	-11.26493	-11.47813	-11.13477	-11.11889	0	0	0	0	0	0				1	1	1	P17812;B4DMB5;B4E1E0;B4DR64;B7Z9C4	CTP synthase 1;CTP synthetase 1;UTP--ammonia ligase 1;cDNA FLJ60075, highly similar to CTP synthase 1 (EC 6.3.4.2);cDNA FLJ58563, highly similar to CTP synthase 1 (EC 6.3.4.2);cDNA FLJ59392, highly similar to CTP synthase 1 (EC 6.3.4.2);cDNA FLJ54863, highly similar to CTP synthase 1 (EC 6.3.4.2)	CTPS
19.05931	-10.64312	-10.56383	-12.3908	-13.77153	18.07608	1	1	0	0	0	1				3	2	2	P27348;B4DMT8;E9PG15;Q53S41;B4DY04;P31947;B3KNB4;P61981;B2R6N6;B5BU24;P31946;Q04917;P31946-2;B4DHC4;P31947-2;B4DE78;Q9H4N8	14-3-3 protein tau;14-3-3 protein T-cell;14-3-3 protein theta;Protein HS1;cDNA FLJ52118, highly similar to 14-3-3 protein theta;Putative uncharacterized protein YWHAQ;cDNA FLJ51144, highly similar to 14-3-3 protein theta;cDNA, FLJ79057, highly similar to 14-3-3 protein theta	YWHAQ
-5.391627	-9.045222	-8.187441	-9.703869	-6.676554	-10.21431	0	0	0	0	0	0				1	1	1	B5ME63;Q92835;Q92835-2;Q92835-3;B4DQ61	Putative uncharacterized protein INPP5D;Inositol polyphosphate-5-phosphatase of 145 kDa;p150Ship;Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1;SH2 domain-containing inositol-5-phosphatase 1;cDNA FLJ56795, highly similar to Homo sapiens inositol polyphosphate-5-phosphatase, 145kDa (INPP5D), transcript variant 1, mRNA	INPP5D;SHIP;SHIP1
18.80146	-7.213804	-17.52335	-18.3976	-7.410078	-11.72704	1	0	0	0	0	0				1	1	1	Q53G16;Q7Z4W5;Q9UMR2;Q9HBZ9;Q9NUU7;B4DXS6;E7EMK4;Q2NL95;Q9UMR2-2;B4DS24;E7EPY4	DEAD (Asp-Glu-Ala-As) box polypeptide 19 variant;RNA helicase;ATP-dependent RNA helicase DDX19B;DEAD box protein 19B;DEAD box RNA helicase DEAD5;ATP-dependent RNA helicase DDX19A;DDX19-like protein;DEAD box protein 19A;cDNA FLJ52357, highly similar to ATP-dependent RNA helicase DDX19B (EC 3.6.1.-);DDX19B protein;cDNA FLJ50635, highly similar to ATP-dependent RNA helicase DDX19A (EC 3.6.1.-)	DBP5;DDX19;DDX19B;DDX19L;DDX19A
21.01536	20.88487	20.59596	20.02188	20.60991	19.93848	2	2	2	0	1	1				4	4	4	E9PCF5;B4DT31;E9PEB5;C9JT73;Q96AE4-2;E7EMK0;Q96AE4;B4DWL1;B4E0X8;Q6PJY1;Q59FU3;C9JSZ1;A3KFK8;Q96I24;A6NJ37;Q96I24-2	cDNA FLJ53425, highly similar to Far upstream element-binding protein 1;Putative uncharacterized protein FUBP1;DNA helicase V;Far upstream element-binding protein 1;cDNA FLJ59240, highly similar to Far upstream element-binding protein 1;cDNA FLJ61021, highly similar to Far upstream element-binding protein 1;FUBP1 protein;Far upstream element-binding protein variant	FUBP1
20.51768	20.62819	20.17207	19.77349	19.95844	20.11032	3	3	1	2	3	4				5	5	5	Q14103;Q14103-2;Q14103-3;B4DTC3;Q14103-4;Q12771;B9ZVU1;D6RAF8;B4E0W4;D6RF44;D6RBQ9;O14979;O14979-2;B4DTA2;O14979-3;D6RD83	AU-rich element RNA-binding protein 1;Heterogeneous nuclear ribonucleoprotein D0;cDNA FLJ54150, highly similar to Heterogeneous nuclear ribonucleoprotein D0;P37 AUF1;Putative uncharacterized protein HNRNPD;cDNA FLJ61020, highly similar to Heterogeneous nuclear ribonucleoprotein D0	AUF1;HNRNPD;HNRPD
-16.60061	-14.39932	-4.663856	-12.01406	-10.43254	-10.70853	1	1	1	0	0	0				1	1	1	D3DUS9;P60174;P60174-2;Q2QD09;Q53HE2;B4DUI5;B7Z5D8	Triosephosphate isomerase;Triose-phosphate isomerase	hCG_25936;TPI1;TPI
-11.77196	-11.17168	-13.04863	-9.582706	-7.318869	-9.827092	0	0	0	0	0	0	+			1	1	1	B4DVC9;Q9HCC8	cDNA FLJ58331, highly similar to Homo sapiens glycerophosphodiester phosphodiesterase domain containing 2 (GDPD2), mRNA;Glycerophosphodiester phosphodiesterase 3;Glycerophosphodiester phosphodiesterase domain-containing protein 2;Glycerophosphoinositol inositolphosphodiesterase GDPD2;Osteoblast differentiation promoting factor	GDE3;GDPD2;OBDPF;UNQ1935/PRO4418
-10.26627	-7.581007	-12.44136	-6.40343	-8.491237	-14.16292	0	0	0	0	0	0	+			1	1	1	B4DVM6	cDNA FLJ50704, highly similar to ADAM 8 (EC 3.4.24.-) (A disintegrinand metalloproteinase domain 8)	
-11.34094	-5.602256	-9.866002	18.82448	-9.522322	-15.38411	1	0	1	0	0	0				4	4	4	P25685;Q6FHS4;Q6FI51;B4DX52;B4DKK9	DnaJ homolog subfamily B member 1;DnaJ protein homolog 1;Heat shock 40 kDa protein 1;Human DnaJ protein 1;cDNA, FLJ93008, Homo sapiens DnaJ (Hsp40) homolog, subfamily B, member 1 (DNAJB1),mRNA;DnaJ (Hsp40) homolog, subfamily B, member 1, isoform CRA_a;DNAJB1 protein;cDNA FLJ59093, highly similar to DnaJ homolog subfamily B member 1;cDNA FLJ52967, highly similar to DnaJ homolog subfamily B member 1	DNAJ1;DNAJB1;HDJ1;HSPF1;hCG_1776318
19.30108	19.34886	19.13508	-9.882145	-16.95849	-14.1251	1	1	1	0	0	1				2	2	2	Q15785;B4DXU3	Mitochondrial import receptor subunit TOM34;Translocase of outer membrane 34 kDa subunit;cDNA FLJ54989, highly similar to Mitochondrial import receptor subunit TOM34	TOMM34;URCC3
-8.065076	17.53374	-10.82608	-12.04515	-10.95889	-7.42203	0	2	0	0	0	0				2	2	2	B4DZF2;Q59G42;D3DQV9;P78344;P78344-2;Q2TU89;E9PCV8;Q3LIE0	cDNA FLJ59571, highly similar to Eukaryotic translation initiation factor 4gamma 2;Eukaryotic translation initiation factor 4 gamma, 2 variant;Eukaryotic translation initiation factor 4 gamma, 2, isoform CRA_b;Death-associated protein 5;Eukaryotic translation initiation factor 4 gamma 2;p97;Aging-associated protein 1;EIF4G2 protein;Eukaryotic translation initiation factor 4 gamma, 2, isoform CRA_a;Putative uncharacterized protein Nbla00315	EIF4G2;hCG_1991788;DAP5;OK/SW-cl.75;AAG1;Nbla00315
-2.551314	-7.276527	-7.441837	-14.31029	-7.28746	-5.179357	1	1	1	0	0	0				1	1	1	Q9Y371-2;Q9Y371;B4E182	Bax-interacting factor 1;Endophilin-B1;SH3 domain-containing GRB2-like protein B1;cDNA FLJ50346, highly similar to SH3 domain GRB2-like protein B1 (EC 2.3.1.-)	CGI-61;KIAA0491;SH3GLB1
-18.53351	-11.51614	-5.415677	-9.540758	-12.45726	-12.29454	0	0	0	0	0	0				1	1	1	Q7L2H7;B4E2Q4;E9PRY0	Eukaryotic translation initiation factor 3 subunit M;Fetal lung protein B5;PCI domain-containing protein 1;cDNA FLJ54904, highly similar to Homo sapiens dendritic cell protein (hfl-B5), mRNA	EIF3M;GA17;HFLB5;PCID1;PNAS-125
-12.5564	-11.23456	16.1719	-2.304186	-14.18422	-8.240927	1	0	0	0	0	0				1	1	1	P28066;Q5U0A0;B4E2V4	Macropain zeta chain;Multicatalytic endopeptidase complex zeta chain;Proteasome subunit alpha type-5;Proteasome zeta chain;Proteasome subunit alpha type;cDNA FLJ52182, highly similar to Proteasome subunit alpha type 5 (EC 3.4.25.1);Proteasome (Prosome, macropain) subunit, alpha type, 5, isoform CRA_c	PSMA5;hCG_39916
21.85148	22.03671	21.9407	27.39942	27.44932	27.54694	6	5	3	74	71	78				23	23	23	B5BTY7;P78371;A8K402;B7Z243;B7ZAT2;B7Z7K4;B7Z4R3;Q9H369	T-complex protein 1 subunit beta;CCT-beta;cDNA FLJ75037, highly similar to Homo sapiens chaperonin containing TCP1, subunit 2 (beta) (CCT2),mRNA;cDNA FLJ50480, highly similar to T-complex protein 1 subunit beta;cDNA, FLJ79296, highly similar to T-complex protein 1 subunit beta;cDNA, FLJ79307, highly similar to T-complex protein 1 subunit beta;Chaperonin containing TCP1, subunit 2 (Beta), isoform CRA_c;cDNA FLJ52359, highly similar to T-complex protein 1 subunit beta;cDNA FLJ50585, highly similar to T-complex protein 1 subunit beta	CCT2;99D8.1;CCTB;hCG_24460
-9.703285	-11.10878	-5.453605	-10.84511	-14.27154	-10.94397	0	0	0	0	0	0				1	1	1	B5BU32;B5BUF9;P04183	Thymidine kinase;Thymidine kinase, cytosolic	TK1
21.04059	20.88502	20.86439	18.36158	18.94135	-5.979648	5	4	4	0	0	0				6	6	6	B5BU38;P04083;Q5TZZ9;Q5T3N1;Q5T3N0;B4DL19;Q05BR2	Annexin I;Annexin A1;Annexin-1;Calpactin II;Calpactin-2;Chromobindin-9;Lipocortin I;p35;Phospholipase A2 inhibitory protein;Annexin A1, isoform CRA_a;ANXA1 protein	ANXA1;ANX1;LPC1;hCG_17305;RP11-71A24.1-002;RP11-71A24.1-004;RP11-71A24.1-006
-13.99549	-8.407551	-16.42668	-19.41523	-9.075064	-11.88774	1	1	0	1	1	1				1	1	1	Q8N6T3-2;Q8N6T3;B7ZBI2;Q8N6T3-3;B7Z3U0;E7EV62;B7Z8H8;E5RHH7	ADP-ribosylation factor 1 GTPase-activating protein;ADP-ribosylation factor GTPase-activating protein 1;ARF1-directed GTPase-activating protein;ADP-ribosylation factor GTPase activating protein 1;ADP-ribosylation factor GTPase activating protein 1, isoform CRA_f;cDNA FLJ54522, highly similar to ADP-ribosylation factor GTPase-activating protein 1;cDNA FLJ55014, highly similar to ADP-ribosylation factor GTPase-activating protein 1	ARF1GAP;ARFGAP1;hCG_23411;RP11-261N11.1-004
18.95923	18.9798	18.53069	-10.52651	-8.912332	-9.177257	4	3	1	0	0	0				2	2	2	E7EQR4;P15311;Q6NUR7;B7Z5V2;A7YIJ8;B2R6J2;B0YJ88;P35241;P26038;B7Z2S7;B7Z9U6;B7Z437;Q05CU6;Q6PKD3;Q6PJT4;Q9UK20;Q9UJZ6;Q9UJZ7;Q9UJZ2;Q9UJU1	Cytovillin;Ezrin;p81;Villin-2;cDNA FLJ54141, highly similar to Ezrin;Radixin isoform b;Radixin isoform e;Radixin isoform f;Radixin, isoform CRA_a;cDNA, FLJ92973, highly similar to Homo sapiens villin 2 (ezrin) (VIL2), mRNA;cDNA, FLJ93349, Homo sapiens radixin (RDX), mRNA;Radixin;Radixin, isoform CRA_b;Membrane-organizing extension spike protein;Moesin;cDNA FLJ58499, highly similar to Radixin;cDNA, FLJ78960, highly similar to Radixin;cDNA FLJ53435, highly similar to Ezrin;RDX protein;MSN protein;Cytovillin 2	EZR;VIL2;hCG_39182;RDX;MSN
18.82886	-11.39138	-12.08519	-10.61272	-11.67442	-12.33422	0	0	0	1	0	1				1	1	1	B7Z6F8;Q14677	cDNA FLJ61629, highly similar to Clathrin interactor 1;Clathrin interactor 1;Clathrin-interacting protein localized in the trans-Golgi region;Enthoprotin;Epsin-4;Epsin-related protein	CLINT1;ENTH;EPN4;EPNR;KIAA0171
-7.253488	-5.818954	-8.674658	-14.79778	-15.08503	-3.245746	0	0	0	0	0	0	+			1	1	1	B7Z7B4;Q3YAD3;E5RJY5	cDNA FLJ52465, highly similar to Homo sapiens Kv channel interacting protein 1 (KCNIP1), transcript variant 3, mRNA;Potassium channel interacting protein 1	
-9.460929	-11.15873	-13.67356	-9.492962	-9.836108	-10.73004	3	2	1	1	1	2				1	1	1	Q9NVD7;B7Z952;E9PS97;Q9NVD7-2	Actopaxin;Alpha-parvin;Calponin-like integrin-linked kinase-binding protein;CH-ILKBP;Matrix-remodeling-associated protein 2;cDNA FLJ54827, highly similar to Alpha-parvin	MXRA2;PARVA
19.20557	19.4868	20.23911	-11.12252	19.54538	19.36602	1	2	2	0	1	0				2	2	2	E9PAN3;P22061-2;P22061;B7Z972	L-isoaspartyl protein carboxyl methyltransferase;Protein L-isoaspartyl/D-aspartyl methyltransferase;Protein-beta-aspartate methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase	PCMT1
-10.23098	-7.656287	-15.66482	-7.089435	-11.6862	-11.56794	2	3	2	1	0	0				1	1	1	B7ZLS9;Q15431;Q9H2G7;Q5VXJ5	Synaptonemal complex protein 1;Cancer/testis antigen 8;CTCL tumor antigen se2-1	SYCP1;SCP1;RP11-109G4.1-003
